"token_id","market_id","event_id","event_slug","category","question","end_date","price_30d","days_30d","price_7d","days_7d","price_1d","days_1d","delta_30_to_7","delta_7_to_1","delta_30_to_1","lambda_30d","lambda_7d","lambda_1d"
"105840949229717679065965197370880058552828339426050159819042975549606196559027","669988","75573","bank-of-england-decision-in-december","","Bank of England decreases interest rates by 25 bps after December 2025 meeting?","2025-12-18T00:00:00Z","0.855","30","0.9775","7","0.9965","1","0.12250000000000005","0.019000000000000017","0.14150000000000007","0.027954399925500837","0.2354024974126626","2.455931955649731"
"105849854571614228454945946497428215415010130527897501071484004521752731669694","253542","903152","another-ledger-leakexploit-by-mar-31","","Another Ledger leak/exploit by Mar 31?","2024-03-31T00:00:00Z","0.0315","30","0.016","7","0.0125","1","-0.0155","-0.0034999999999999996","-0.019","0.00046334583149567916","0.0010007002240940699","0.005462895701502138"
"105853217129406574386439287833498321288354555843061128612520885206167904978615","1048246","129474","eunato-country-announces-peacekeeping-force-in-ukraine-before-2027","","EU/NATO country announces peacekeeping force in Ukraine by June 30?","2026-12-31T00:00:00Z","0.055","289","0.055","289","0.055","289","0","0","0","0.00008501104322054352","0.00008501104322054352","0.00008501104322054352"
"105861251922507973203297058483036004070453012904462994129259976151423463835569","506973","12567","will-tua-tagovailoa-retire-by-september-30","","Will Tua Tagovailoa retire by September 30?","2024-09-30T12:00:00Z","0.12","17.5","0.005","6.5","0.0005","0.5","-0.11499999999999999","-0.0045000000000000005","-0.1195","0.0031724187342760785","0.0003349106545037765","0.00043440309172846373"
"105865515918248823175059703406312246097093380761052155637861780848567696266653","519802","17145","afd-banned-before-german-election","","AfD banned before German election?","2025-02-23T12:00:00Z","0.0075","29.5","0.002","6.5","0.0005","0.5","-0.0055","-0.0015","-0.006999999999999999","0.00011082998524906112","0.0001337628788659833","0.00043440309172846373"
"105879224342701999021497123746573863152097820118618505556098488411818737136536","253041","902851","will-spacexs-starship-lift-500m-from-pad-by-nov-19","","Will SpaceX's Starship lift 500m from pad by Nov 19?","2023-11-19T00:00:00Z","0.775","5","0.775","5","0.9995","1","0","0.22450000000000003","0.22450000000000003","0.12956349637772752","0.12956349637772752","3.301029995664029"
"105893914596653700372468132749777334552339877839934937699537063730412216906669","519352","17020","what-team-will-draft-ashton-jeanty","","Will Ashton Jeanty get drafted by the Broncos?","2025-04-24T12:00:00Z","0.404","29.5","0.3295","6.5","0.0005","0.5","-0.07450000000000001","-0.329","-0.4035","0.007618770856263172","0.026707879663443432","0.00043440309172846373"
"105900766285238337052369969520982387480431173057334116802202788057935074541018","679687","80064","will-backpack-launch-a-token-by","","Will Backpack launch a token by March 31?","2027-01-01T05:00:00Z","0.9955","290.20833333348855","0.9955","290.20833333348855","0.9955","290.20833333348855","0","0","0","0.00808656133084878","0.00808656133084878","0.00808656133084878"
"105909749038687353646093584977576398934339148279467952755284020121199034833651","665495","73211","ukraine-joins-nato-before-2027","","Ukraine joins NATO before 2027?","2026-12-31T00:00:00Z","0.034","289","0.034","289","0.034","289","0","0","0","0.00005198226153808537","0.00005198226153808537","0.00005198226153808537"
"105933109310985662014456170399587978345896960728933494208112536279247479209311","1168879","160126","iran-strike-on-qatar-by-january-31","","Iran strike on Qatar by January 31, 2026?","2026-01-31T00:00:00Z","0.175","19","0.0285","7","0.017","1","-0.1465","-0.0115","-0.15799999999999997","0.004397160602635523","0.0017938850091712372","0.007446482167864384"
"105958869034285629280052130117811330085514396365874558473216614428751223576519","628926","57088","israel-x-hamas-ceasefire-phase-ii-by-october-31","","Israel x Hamas Ceasefire Phase II by October 31?","2025-10-31T00:00:00Z","0.135","22","0.027","7","0.0015","1","-0.10800000000000001","-0.0255","-0.1335","0.0028629042061448086","0.0016981656759497284","0.0006519307932786019"
"105960438431272575554509072859082976775396513162399711966158355945145582504935","253775","903227","will-anyone-from-the-epstein-documents-be-indicted-by-march-31","","Will anyone from the Epstein documents be indicted by March 31?","2024-03-31T00:00:00Z","0.055","30","0.019","7","0.006","1","-0.036000000000000004","-0.013","-0.049","0.0008189397163579025","0.0011901418028644995","0.00261361560268669"
"105982503296308382849584680837749355804730658946206551247668875870300975731200","508622","13118","will-devante-adams-be-traded-before-the-deadline","","Will Davante Adams be traded before the deadline?","2024-11-05T12:00:00Z","0.9095","29.5","0.9995","21.5","0.9995","21.5","0.09000000000000008","0","0.09000000000000008","0.035367844772704965","0.15353627886809437","0.15353627886809437"
"105988826833406755699760528075542205551622424387329099068414236647459095023175","597963","44628","how-many-israeli-strikes-on-yemen-by-sep-30","","Will Israel strike Yemen 4 or more times by September 30?","2025-09-30T00:00:00Z","0.065","16","0.031","7","0.0075","1","-0.034","-0.0235","-0.0575","0.0018242743204676375","0.001953746135604955","0.003269484564847303"
"105995952032055158306025616799254750073378058920397996266294155335407458635914","1336114","198755","claude-5-released-on","","Will Claude 5 not be released by February 28, 2026?","2026-02-28T00:00:00Z","0.13","24","0.9905","7","0.998","1","0.8605","0.007499999999999951","0.868","0.0025200311408908947","0.28889662781587916","2.6989700043360183"
"105997208605304028915529534347093220801439482755992033886910541972574793831600","504268","11741","edmundo-gonzlez-arrested-before-october","","Edmundo González arrested before October?","2024-09-30T12:00:00Z","0.075","29.5","0.0065","6.5","0.004","0.5","-0.06849999999999999","-0.0024999999999999996","-0.071","0.0011477378732531313","0.00043571208525631117","0.00348132315260254"
"105998256787494086715789048490173563054183007004236885137577238748005463958683","578143","38360","nubcat-unsuspended-from-x-by-august-31","","@nubcat unsuspended from X by August 31?","2025-08-31T00:00:00Z","0.49","13","0.105","7","0.055","1","-0.385","-0.049999999999999996","-0.435","0.02249460183862028","0.006882423526298288","0.024568191490737076"
"105999601513560278968876871354011816371662460306447522911118766757022097746482","1328039","197782","us-x-iran-meeting-by","","US x Iran meeting by February 6, 2026?","2026-02-13T00:00:00Z","0.495","10","0.9985","7","0.9995","4","0.5035000000000001","0.0010000000000000009","0.5045000000000001","0.029670862188133862","0.4034155344206192","0.8252574989160073"
"106014114499554504627426486832464888388629814184477670145505240304937557720605","593301","43187","nato-downs-another-russian-drone-by-september-30","","NATO downs another Russian drone by September 30?","2025-09-30T00:00:00Z","0.32","19","0.145","7","0.0135","1","-0.17500000000000002","-0.13149999999999998","-0.3065","0.0088153203838823","0.00971912646740391","0.005902910411789988"
"106063179013861697386391594198723716981354341089672533329849314722145371440394","505347","12103","x-banned-in-brazil-before-october","","X banned in Brazil before October?","2024-09-30T12:00:00Z","0.9965","31.5","0.9965","31.5","0.9965","31.5","0","0","0","0.07796609383015018","0.07796609383015018","0.07796609383015018"
"106065186496757066019726659690787292180198980853486977438435043697482467425021","566910","28628","israel-x-iran-ceasefire-broken-by","","Israel x Iran ceasefire broken by December 31?","2025-12-31T00:00:00Z","0.085","30","0.0265","7","0.0135","1","-0.05850000000000001","-0.013","-0.07150000000000001","0.0012859635311183901","0.0016662920205642161","0.005902910411789988"
"106077845765720364755652932697646536093079787459772370864589256716562686681278","253030","902842","will-kevin-mccarthy-resign-from-the-house-by-nov-30","","Will Kevin McCarthy resign from the House by Nov 30?","2023-11-30T00:00:00Z","0.0295","18","0.0205","7","0.0055","1","-0.008999999999999998","-0.015000000000000001","-0.024","0.0007224700153121311","0.0012850799527492599","0.0023952125395456008"
"10607811134100509957624069126100003761957535212038625093115595525420972141962","1397281","216716","will-russia-capture-all-of-kostyantynivka-by","","Will Russia capture all of Kostyantynivka by December 31, 2026?","2026-12-31T00:00:00Z","0.515","289","0.515","289","0.515","289","0","0","0","0.0010873988283658699","0.0010873988283658699","0.0010873988283658699"
"106102449360267073046637097096598048592436928340059823162151571020807191828087","664045","72500","will-mamdani-freeze-nyc-rents-before-2027","","Will Mamdani freeze NYC rents before 2027?","2026-12-31T00:00:00Z","0.555","289","0.555","289","0.555","289","0","0","0","0.0012167473668479878","0.0012167473668479878","0.0012167473668479878"
"106112879205164947095986936372001671477383165205130802795190592060604325851007","539008","23264","india-military-action-against-pakistan-before-june","","India military action against Pakistan before June?","2025-05-31T12:00:00Z","0.46","29.5","0.9995","25.5","0.9995","25.5","0.5395000000000001","0","0.5395000000000001","0.009071397972102761","0.12945215669270702","0.12945215669270702"
"106122682688941876729598096072432073530714656675154763482019439376249936351023","797373","90409","odds-of-us-x-venezuela-military-engagement-in-2025-by-friday","","Odds of US x Venezuela Military Engagement in 2025 Under 40% by Friday?","2025-12-05T00:00:00Z","0.49","3","0.49","3","0.9995","1","0","0.5095000000000001","0.5095000000000001","0.09747660796735454","0.09747660796735454","3.301029995664029"
"106148839285418986104418844045317480718327269882770784267355249099184702115702","516348","15862","will-erdogan-visit-syria-by-january","","Will Erdogan visit Syria by January?","2025-01-31T12:00:00Z","0.265","29.5","0.018","6.5","0.0005","0.5","-0.24700000000000003","-0.017499999999999998","-0.2645","0.004532632573417122","0.001213617263546206","0.00043440309172846373"
"106177124246818787123031604601882136794800115824701428284610424379983277321948","551008","26462","greta-thunberg-released-from-custody-by-friday","","Greta Thunberg released from custody by Friday?","2025-06-13T00:00:00Z","0.955","4","0.955","4","0.9995","3","0","0.044500000000000095","0.044500000000000095","0.33669687155616396","0.33669687155616396","1.1003433318880098"
"106190307849836882902203944974614072142004936222776727297976753534415477038335","525170","19603","will-kanye-launch-a-coin-by-march-7","","Will Kanye launch a coin by March 7?","2025-03-07T12:00:00Z","0.35","11.5","0.07","6.5","0.0005","0.5","-0.27999999999999997","-0.0695","-0.3495","0.01626840377018647","0.004848777145548448","0.00043440309172846373"
"106191328358576540351439267765925450329859429577455659884974413809922495874408","504069","11696","fed-interest-rates-september-2024","","Fed decreases interest rates by 50+ bps after September 2024 meeting?","2024-09-18T12:00:00Z","0.185","29.5","0.315","6.5","0.9995","0.5","0.13","0.6845000000000001","0.8145","0.003011606483390624","0.025278373616549908","6.602059991328058"
"106224515572786213700159218240156976757816452828773660901077582792675828012837","505210","12080","will-sonic-launch-before-2025","","Will Sonic launch before 2025?","2024-12-31T12:00:00Z","0.973","29.5","0.9995","11.5","0.9995","11.5","0.02650000000000008","0","0.02650000000000008","0.053174109689525836","0.2870460865794808","0.2870460865794808"
"106242108424222475629727740144106174703801188909496798021612020652737768072831","1353293","73340","weed-rescheduled-by-march-31","","Weed rescheduled by December 31?","2026-03-31T00:00:00Z","0.4755","30","0.37","14","0.37","14","-0.10549999999999998","0","-0.10549999999999998","0.009341816915680779","0.014332817896172734","0.014332817896172734"
"106250646873610217078090170154281986253419786192535695927313539447264576814478","614699","39616","us-strikes-yemen-by-september-30","","US strikes Yemen by December 31?","2025-09-30T00:00:00Z","0.475","4","0.475","4","0.44","1","0","-0.034999999999999976","-0.034999999999999976","0.06996017414851077","0.06996017414851077","0.25181197299379954"
"106254073154221380653136802943120108549782881430340769588392521263007249695048","1170472","160426","will-trump-try-to-fire-powell-by-january-31","","Will Trump try to Fire Powell by January 31?","2026-01-31T00:00:00Z","0.055","19","0.006","7","0.005","1","-0.049","-0.001","-0.05","0.0012930627100387934","0.00037337365752667","0.002176919254274547"
"106255543113883858111042118083664943608974408442380764523807194642998323516153","546004","24866","which-inmates-will-be-captured-by-friday","","Will Derrick Groves be captured by Friday?","2025-05-23T12:00:00Z","0.25","3.5","0.25","3.5","0.0005","0.5","0","-0.2495","-0.2495","0.0356967818880857","0.0356967818880857","0.00043440309172846373"
"10628945821859107609676732384197436568643164574934407542846946407353409452129","254336","903404","tucker-carlson-putin-interview-released-by-friday","","Tucker Carlson + Putin interview released by Friday?","2024-02-09T00:00:00Z","0.58","3","0.58","3","0.9995","1","0","0.4195000000000001","0.4195000000000001","0.1255835698673665","0.1255835698673665","3.301029995664029"
"106298236164008562534604390395715645128475251705005510677462068835678579017372","531998","21770","liberal-vs-conservative-polling-margin-friday","","Will Liberals lead by 4-5% on April 4?","2025-04-04T12:00:00Z","0.255","7.5","0.19","6.5","0.0005","0.5","-0.065","-0.1895","-0.2545","0.017045830300227622","0.01407922786482311","0.00043440309172846373"
"106312791964557364184052642373426857106392360847438469940517961069035123954706","516481","15923","another-state-declare-a-state-of-emergency-over-bird-flu-before-february","","Another state declare a state of emergency over bird flu before February?","2025-01-31T12:00:00Z","0.25","29.5","0.0235","6.5","0.003","0.5","-0.2265","-0.0205","-0.247","0.004235211410450846","0.001588884980942584","0.0026096833766885625"
"1063538161841774729190862379064305437627048767826031035856183527160675805520","711244","91444","ukraine-officially-agrees-to-a-us-backed-ceasefire-framework-in-2025","","Ukraine officially agrees to a US backed ceasefire framework by December 31?","2025-12-31T00:00:00Z","0.185","30","0.067","7","0.0025","1","-0.118","-0.0645","-0.1825","0.0029614130420007804","0.004302622321928576","0.0010870956412141377"
"106379130593954835610140783407474154436676400002228268366666802248015943753769","518409","16712","january-2025-temperature-increase-c","","Will global temperature increase by between 1.20-1.24ºC in January 2025?","2025-01-31T12:00:00Z","0.2","18.5","0.013","6.5","0.0065","0.5","-0.187","-0.0065","-0.1935","0.005238379081516561","0.0008742842046712727","0.005664257108332045"
"106383854378569763040038727158261681740086130201198677161578651498744312589763","677273","25815","israel-and-syria-normalize-relations-in-2025","","Israel and Syria normalize relations by December 31, 2026?","2025-12-31T00:00:00Z","0.37","30","0.3","7","0.265","1","-0.07","-0.034999999999999976","-0.10499999999999998","0.006688648351547277","0.02212885142653474","0.1337126609158051"
"106411063005263481327004901286135857173682677633159645291660836307215293494633","1249141","183193","gpt-5pt3-released-by-january-31","","GPT-5.3 released by January 31, 2026?","2026-01-31T00:00:00Z","0.115","8","0.065","7","0.0145","1","-0.05","-0.0505","-0.1005","0.00663209116277182","0.0041697698753546","0.0063433713845379635"
"106414997683795704856500630757949282132998888931178422128330173450377868855664","578141","38358","russia-x-ukraine-ceasefire-by-august-23","","Russia x Ukraine ceasefire by August 23?","2025-08-23T00:00:00Z","0.01","4","0.01","4","0.0015","1","0","-0.0085","-0.0085","0.001091201350612522","0.001091201350612522","0.0006519307932786019"
"106417068735904494968390512672358762312717535554717653021283792865417921315850","558663","30480","israel-x-hamas-ceasefire-by-friday-July-4","","Israel x Hamas ceasefire by Friday?","2025-07-04T00:00:00Z","0.036","3","0.036","3","0.1035","1","0","0.0675","0.0675","0.005307655365723081","0.005307655365723081","0.04744970610179836"
"106421227777519272557556440700277949023928756123191716422525746115643475805991","1004840","119590","of-announced-new-drug-boat-strikes-by-january-31","","Will there be five or six announced new U.S. armed forces strikes against drug boats by January 31, 2026?","2026-01-31T00:00:00Z","0.0315","30","0.005","7","0.0005","3","-0.0265","-0.0045000000000000005","-0.031","0.00046334583149567916","0.00031098846489636386","0.00007240051528807729"
"106421420997567331154928145134345171536002132387398066094504839176677088790706","514497","15036","khamenei-out-as-supreme-leader-of-iran-by-june-30","","Khamenei out as Supreme Leader of Iran by June 30?","2025-06-30T12:00:00Z","0.041","29.5","0.051","6.5","0.002","0.5","0.009999999999999995","-0.048999999999999995","-0.039","0.0006163184009944548","0.003497505780416516","0.0017389174252577827"
"106449624047602718523691249603364635913036375295985353711081575603206822320229","523015","18426","will-doge-audit-the-department-of-labor-before-may","","Will DOGE audit the Department of Labor before May?","2025-04-30T12:00:00Z","0.9995","63.5","0.9995","63.5","0.9995","63.5","0","0","0","0.051984724341165814","0.051984724341165814","0.051984724341165814"
"106465976230266995829066709146247029083299278219130576965199218171086765491272","952023","107074","trump-fully-suspends-entry-to-the-us-for-more-countries-by","","Trump suspends U.S. entry for more countries by by June 30?","2026-12-31T00:00:00Z","0.6","289","0.6","289","0.6","289","0","0","0","0.0013769550473080887","0.0013769550473080887","0.0013769550473080887"
"106502016969046937974758355420390684163100926155029166159441000067476621763798","516062","15682","debt-ceiling-raisedsuspended-before-trump-inauguration","","Debt ceiling raised or suspended by inauguration?","2025-01-19T12:00:00Z","0.039","29.5","0.0105","6.5","0.0025","0.5","-0.028499999999999998","-0.008","-0.0365","0.0005856478756425307","0.0007052617627053705","0.0021741912824282754"
"106502341569851475310412569331110105489498928546386691197961581379716014014532","501066","10420","palestine-a-un-member-state-before-us-election","","Palestine a UN member state before U.S. election?","2024-11-05T12:00:00Z","0.02","29.5","0.009","6.5","0.01","0.5","-0.011000000000000001","0.0010000000000000009","-0.01","0.0002974211629662763","0.0006040531561114885","0.008729610804900177"
"106522989057330725781727137109968308404342521445681659314101363937153135946454","248203","867903","will-sbf-be-extradited-to-the-us-by-february-15-2023","","Will SBF be extradited to the US by February 15, 2023?","2023-02-15T00:00:00Z","1","55","1","55","1","55","0","0","0","","",""
"10653108692748026525282312201894477032929000476126017204241915054166941877759","608758","48396","will-jimmy-kimmel-apologize-by-friday","","Will Jimmy Kimmel apologize by Friday?","2025-09-26T00:00:00Z","0.315","4","0.315","4","0.029","1","0","-0.286","-0.286","0.0410773571268936","0.0410773571268936","0.012780770091995148"
"106534091045270479576244208707919753502017246998069110929661431626794234286651","1390287","213312","billboard-200-1-album-week-of-february-28","","Will Debi Tirar Mas Fotos by Bad Bunny be the Billboard 200 #1 album for the week of February 28?","2026-02-24T00:00:00Z","0.9765","7","0.9765","7","0.9995","1","0","0.02300000000000002","0.02300000000000002","0.23270459110403777","0.23270459110403777","3.301029995664029"
"106536932555077425222314080011587277273959878160639868248623276517979457366597","692267","85704","who-will-announce-presidential-run-before-2027","","Will Andy Beshear announce a Presidential run before 2027?","2026-12-31T00:00:00Z","0.07","289","0.07","289","0.07","289","0","0","0","0.00010905554133586474","0.00010905554133586474","0.00010905554133586474"
"106549993070946237758310281255754864390927967486677098278324584793561067743644","701290","89456","will-china-invade-taiwan-by-march-31-2026","","Will China invade Taiwan by March 31, 2026?","2026-03-31T00:00:00Z","0.0125","30","0.0105","14","0.0105","14","-0.002","0","-0.002","0.0001820965233834046","0.0003274429612560649","0.0003274429612560649"
"10656650339543049145622567718232897238226308204213583109748755081152171307036","692297","85704","who-will-announce-presidential-run-before-2027","","Will Kim Kardashian announce a Presidential run before 2027?","2026-12-31T00:00:00Z","0.08","289","0.08","289","0.08","289","0","0","0","0.00012530163548250765","0.00012530163548250765","0.00012530163548250765"
"106603391632284840463931543766715945110124005785025457512072202092374321652759","835509","97366","will-openai-release-a-new-frontier-model-by-december-13","","Will OpenAI release a new frontier model by December 9?","2025-12-09T00:00:00Z","0.82","4","0.82","4","0.03","1","0","-0.7899999999999999","-0.7899999999999999","0.18618187372417344","0.18618187372417344","0.01322826573375516"
"106604098217240578226908284487179552096153283947322753318692605662131540945817","915035","102609","the-actor-awards-nominations-best-cast-in-a-motion-picture","","Will ""Sentimental Value"" be nominated for Outstanding Performance by a Cast in a Motion Picture at the 32nd Actor Awards?","2026-01-07T00:00:00Z","0.11","27","0.53","7","0.34","1","0.42000000000000004","-0.19","0.23000000000000004","0.0018744441983365634","0.04684316315204037","0.18045606445813137"
"106622784201530844335684269517198302486444245740243328744871893173444662258135","955801","107662","xrp-all-time-high-by","","XRP all time high by June 30, 2026?","2026-07-01T05:00:00Z","0.08","106.20833333348855","0.08","106.20833333348855","0.08","106.20833333348855","0","0","0","0.0003409541560240891","0.0003409541560240891","0.0003409541560240891"
"10662708298866557566923863455027582759377601273210954734869400995424484345429","252123","902419","will-magnus-play-hans-by-eoy","","Will Magnus play Hans by EoY?","2023-12-31T00:00:00Z","0.355","30","0.355","7","0.355","1","0","0","0","0.006348009512157741","0.027205755052104603","0.19044028536473223"
"106629972057983494296887523743068387959930058281736074125459332676133906340239","528608","21152","judge-boasberg-impeached-before-june","","Judge Boasberg impeached before June?","2025-05-31T12:00:00Z","0.0165","29.5","0.008","6.5","0.0005","0.5","-0.0085","-0.0075","-0.016","0.00024493680490320183","0.0005366658224340534","0.00043440309172846373"
"106653442868306643358092752277659645842429121502485108849131472135519879870208","535290","22471","sam-hyde-makes-a-sports-bet-by-friday","","Sam Hyde makes a sports bet by Friday?","2025-04-11T12:00:00Z","0.08","3.5","0.08","3.5","0.0255","0.5","0","-0.05450000000000001","-0.05450000000000001","0.010346335044127061","0.010346335044127061","0.02243631309271949"
"106678482949686807514521807869023997292562870600205298892083913016183200129814","666829","73951","which-countries-will-trump-make-new-trade-deals-with-before-2027-921","","U.S. agrees to a new trade deal with ""Pakistan"" before 2027?","2026-12-31T00:00:00Z","0.175","289","0.175","289","0.175","289","0","0","0","0.00028908668321825235","0.00028908668321825235","0.00028908668321825235"
"106731752945905632868006782887358400350682845130614996858012804839417365560029","580857","39614","ukraine-hits-moscow-by-september-30","","Ukraine hits Moscow by September 30?","2025-09-30T00:00:00Z","0.26","30","0.095","7","0.017","1","-0.165","-0.078","-0.243","0.004358942675634127","0.006193060113542382","0.007446482167864384"
"106734633699182402994802335275198391642534510598827618869209985063062086892531","251819","902228","biden-additional-aid-to-ukraine-by-july-31","","Biden additional aid to Ukraine by July 31?","2023-07-31T00:00:00Z","0.6","12","0.92","7","0.99","6","0.32000000000000006","0.06999999999999995","0.39","0.033161667389336465","0.15670143042972237","0.33333333333333326"
"106764304308528530228329808609834888229725748627964293077230757288755784216372","518878","16824","israel-announces-ceasefire-by-sunday","","Israel announces ceasefire by Sunday?","2025-01-19T12:00:00Z","0.9805","3.5","0.9805","3.5","0.9995","0.5","0","0.019000000000000017","0.019000000000000017","0.48856153961070936","0.48856153961070936","6.602059991328058"
"106772684724540393949387064621545367152049510514888404061133481190940273050576","1273403","189810","will-kanye-release-bully-by","","Will Kanye release BULLY by January 30?","2026-01-30T00:00:00Z","0.495","4","0.495","4","0.0045","1","0","-0.4905","-0.4905","0.07417715547033465","0.07417715547033465","0.001958735636571622"
"106778113591587130823237611730106801156642014590069463334908213303854557848320","902299","79104","how-high-will-10-year-treasury-yield-go-before-2027","","Will the 10-year Treasury yield hit 4.3% before 2027?","2026-12-31T00:00:00Z","0.9995","344","0.9995","344","0.9995","344","0","0","0","0.009596017429255898","0.009596017429255898","0.009596017429255898"
"106778760257960927065446367087081013052911591061030159663714456582147598334961","524162","19059","israel-x-hamas-ceasefire-cancelled-before-april","","Israel x Hamas ceasefire cancelled before April?","2025-03-31T12:00:00Z","0.475","29.5","0.9995","14.5","0.9995","14.5","0.5245000000000001","0","0.5245000000000001","0.009486125308272647","0.22765724108027788","0.22765724108027788"
"106779597491606998790583191947218632675983309161673070562336069648790442472258","838566","98230","who-will-be-the-first-to-leave-the-trump-cabinet-828","","Will Jamieson Greer be the first to leave the Trump Cabinet before 2027?","2026-12-31T00:00:00Z","0.0005","331","0.0005","331","0.0005","331","0","0","0","6.561980237590086e-7","6.561980237590086e-7","6.561980237590086e-7"
"106785705064968660332067023300536266535388124753272914243541205698423062856246","524291","19122","will-trump-visit-russia-before-july","","Will Trump visit Russia before July?","2025-06-30T12:00:00Z","0.0195","29.5","0.0035","6.5","0.001","0.5","-0.016","-0.0025","-0.0185","0.0002899119320744792","0.0002342610713067029","0.0008690235480353834"
"106815316816636081765577458835302077243828999170446927521655272560190721826290","1336153","198770","will-russia-capture-all-of-rodynske-by","","Will Russia capture all of Rodynske by February 28?","2026-03-31T00:00:00Z","0.0005","30","0.0005","30","0.0005","30","0","0","0","0.000007240051528807729","0.000007240051528807729","0.000007240051528807729"
"106848438848929056554283500811365106475313258081676442572891380901701782588277","554675","28206","iran-military-response-by","","Will Iran strike a U.S. facility by Monday June  23?","2025-06-30T00:00:00Z","0.485","9","0.755","7","0.9995","4","0.27","0.24450000000000005","0.5145000000000001","0.03202141899542322","0.08726198794792393","0.8252574989160073"
"106856570417690548186107662886689949735420318030422577478265452408132345610035","517901","16508","when-will-the-palisades-fire-be-fully-contained","","Will the Palisades fire be fully contained by January 31?","2025-01-12T12:00:00Z","0.67","4.5","0.67","4.5","0.6825","0.5","0","0.012499999999999956","0.012499999999999956","0.10699690224935836","0.10699690224935836","0.9965125407440111"
"106883463899482026534475224808322857257694499569531368342542549236880125337720","1415606","224159","will-hibachi-launch-a-token-by","","Will Hibachi launch a token by March 31, 2026?","2027-01-01T05:00:00Z","0.025","290.20833333348855","0.025","290.20833333348855","0.025","290.20833333348855","0","0","0","0.000037887899961949105","0.000037887899961949105","0.000037887899961949105"
"106884515767269588734555617532315526381836778103037489818740663974192289985724","1029716","114225","us-forces-seize-another-venezuela-linked-oil-ship-in-2025-451","","U.S. forces seize another Venezuela-linked oil ship by January 31, 2026?","2026-01-31T00:00:00Z","0.61","30","0.9995","24","0.9995","24","0.38950000000000007","0","0.38950000000000007","0.013631179765783359","0.13754291648600123","0.13754291648600123"
"106896197593273800993894493802988185550600656081360442282543292832039340338034","706252","67273","will-russia-enter-huliaipole-by-november-30","","Will Russia enter Huliaipole by December 15?","2025-11-30T00:00:00Z","0.875","3","0.875","3","0.85","1","0","-0.025000000000000022","-0.025000000000000022","0.3010299956639812","0.3010299956639812","0.8239087409443187"
"106913077471353256421347046550489618965313264382071980800118849816543933661845","501113","10442","us-bank-failure-by-june-30","","US bank failure by June 30?","2024-06-30T12:00:00Z","0.145","29.5","0.03","6.5","0.0005","0.5","-0.11499999999999999","-0.0295","-0.1445","0.0023062333990449954","0.0020351178051931018","0.00043440309172846373"
"106942422125833934377426795124407625482441518162865663390760268134092224372640","1038646","127101","will-titan-launch-a-token-by","","Will Titan launch a token by September 30, 2026?","2027-01-01T05:00:00Z","0.54","290.20833333348855","0.54","290.20833333348855","0.54","290.20833333348855","0","0","0","0.0011620692088496617","0.0011620692088496617","0.0011620692088496617"
"106956242484783805492092853338167144804126316356454133937295656468777508603347","620309","53297","top-spotify-album-2025","","Will The Life of a Showgirl by Taylor Swift be the top Spotify album for 2025?","2025-12-31T00:00:00Z","0.0115","30","0.0005","28","0.0005","28","-0.011","0","-0.011","0.00016744421167696254","0.000007757198066579709","0.000007757198066579709"
"106983733498398404143519036346259074763499817745241841344259770776930814803234","500440","10136","diddy-arrested-before-may","","Diddy arrested before May?","2024-04-30T12:00:00Z","0.205","29.5","0.06","6.5","0.001","0.5","-0.145","-0.059","-0.204","0.003377385469272193","0.004134176369277133","0.0008690235480353834"
"106994777124640442350558779502643406687265406789595196604211353191905222859168","251768","902184","rollbit-rug-by-august-31","","Rollbit rug by August 31?","2023-08-31T00:00:00Z","0.015","30","0.01","7","0.015","1","-0.004999999999999999","0.004999999999999999","0","0.0002187923167462758","0.0006235436289214411","0.006563769502388274"
"106995195744493957513123074141730841422808339736475043725498203112982685241416","741079","92903","ufc-ant6-man14-2025-12-06","","Will the fight be won by KO or TKO?","2025-12-07T04:59:59.999Z","0.275","9.208333321847022","0.645","7.208333321847022","0.0005","1.2083333218470216","0.37","-0.6445000000000001","-0.2745","0.015166913332476186","0.06239606672762173","0.00017975300518256352"
"106995301959148590057310377289378701582753345526020106374309908715729740130427","665535","73237","google-gemini-3-score-on-humanitys-last-exam-by-january-31","","Will Google Gemini 3 score at least 40% on Humanity’s Last Exam by January 31?","2026-01-31T00:00:00Z","0.3","30","0.035","7","0.0095","1","-0.265","-0.025500000000000002","-0.2905","0.005163398666191439","0.0022103838080296356","0.004145520125434108"
"107002972114093752697966674094505944380043492846469404921072150320795660517737","663335","72273","will-claude-pass-grok-by-november-15-on-the-unifai-polyarena","","Will Claude pass Grok by November 15 on the UnifAI Polyarena?","2025-11-16T05:00:00Z","0.55","13.208333333488554","0.0285","7.208333333488554","0.0005","1.2083333334885538","-0.5215000000000001","-0.028","-0.5495000000000001","0.026255204004081847","0.0017420386215854233","0.0001797530034507563"
"107051386265764130527807198143169937768144465125910287278604972579738649528275","1038880","127108","will-exponent-launch-a-token-by","","Will Exponent launch a token by December 31, 2026?","2027-01-01T05:00:00Z","0.675","290.20833333348855","0.675","290.20833333348855","0.675","290.20833333348855","0","0","0","0.0016819525249821608","0.0016819525249821608","0.0016819525249821608"
